gene_symbol	variants	broad_loci_500kb	axes	axis_count	score_bands	source_sets	single_gene_variant_count	three_dimensional_link_count	crispr_link_count	catalog_distinct_exact_rsid_count	max_n_traits	max_n_families	median_max_score	example_variants
GIT2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.20180154	rs3759382
GLYCTK	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.20467669	rs4082828
GOLGA1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.22943	rs10760398
GRHPR	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.21804003	rs309455
GSTM3	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	3	0.40013778	rs530021
GSTM4	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	3	0.40013778	rs530021
GSTM5	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	3	0.40013778	rs530021
GUCA1A	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.40158135	rs9394889
HMGN4	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.20948766	rs9295690
HSP90AA1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.24440947	rs11850202
IL10RB	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.24132973	rs2409488
IL32	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.2021635	rs443540
INPPL1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.32443696	rs2155142
IST1	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	3	0.49269354	rs2270832
ITGB1BP1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.21386045	rs12474540
KCTD20	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.21450098	rs7741260
KIAA1958	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.21635497	rs4979110
KLHDC9	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.21433918	rs12401309
KLHL28	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.21659723	rs3736747
KNL1	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	3	0.29438058	rs7167854
L3MBTL2	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.21695296	rs2267437
LBX2	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	3	0.37746355	rs73949689
LCN10	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.2770197	rs4546744
LCN15	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.2770197	rs4546744
LCN8	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.2770197	rs4546744
LIMK2	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.39484495	rs1034588
LIN52	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.20587976	rs8016365
LIPE	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.21591987	rs11668599
LMAN2L	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.21017502	rs7608621
LPCAT3	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	3	0.30892426	rs16933023
LRRCC1	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	3	0.21586306	rs11782151
LRRFIP2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.30230296	rs749072
LRTOMT	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.22860983	rs567026
LYPLA1	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.26511773	rs9298497
MANBA	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.20227882	rs76281393
MAPKAPK5	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.21743222	rs12423126
METTL3	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.22173904	rs3168880
MGAT4B	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.20691186	rs502729
MIS18BP1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.21659723	rs3736747
MOB1B	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.20895627	rs1026677
MRM1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.23653255	rs7217798
MRPL15	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.26511773	rs9298497
MRPS10	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.40158135	rs9394889
NADSYN1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.32443696	rs2155142
NAPEPLD	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.2538394	rs2074624
NDUFA11	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.25880498	rs1674159
NFKB1	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.20227882	rs76281393
NIT1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.21433918	rs12401309
NNT	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.22904155	rs6451706
NOSIP	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.20050694	rs2304207
NPAS1	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.21198142	rs11548674
NUP107	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.20060575	rs1966751
NUP43	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.31423762	rs2179368
PAIP1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.22904155	rs6451706
PAQR3	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.3840053	rs12711032
PARD6A	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.27483034	rs3893749
PCMT1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.31423762	rs2179368
PHC2	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.21997252	rs12041371
PHLPP2	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	3	0.49269354	rs2270832
PIGW	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.23653255	rs7217798
PIK3CB	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.2521449	rs10676431
PMM1	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.21695296	rs2267437
POLR2A	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	3	0.4108836	rs4632183
POLR3H	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.21695296	rs2267437
PPARD	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.22357285	rs9380501
PPIH	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.24737693	rs4660654
PPP2R3C	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	3	0.25243938	rs17103212
PPP2R5B	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.27031356	rs10897533
PROM2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.20695683	rs6725821
PRR12	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.20050694	rs2304207
PRR14L	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.39484495	rs1034588
PRRG2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.20050694	rs2304207
PSMB11	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.2206046	rs3751498
PSMB4	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.23239449	rs4971047
PTBP3	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.21635497	rs4979110
RAB2B	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.22173904	rs3168880
RAD51	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	3	0.29438058	rs7167854
RALBP1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.2160285	rs751355
RANGAP1	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.21695296	rs2267437
RAP1B	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.20060575	rs1966751
RMDN2	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.25796777	rs2551188
RNF11	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.22493745	rs12074459
RNF44	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.20347807	rs2963669
SALL2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.22173904	rs3168880
SCAF1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.20050694	rs2304207
SCLT1	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.27505913	rs318542
SEMA3G	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.20467669	rs4082828
SLC25A32	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	13	3	0.3079376	rs2575695
SLC51B	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.20285803	rs7172429
SLC52A2	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.22152768	rs7016335
SMTN	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.39484495	rs1034588
SNU13	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.21695296	rs2267437
SNX17	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.39058092	rs1275533
SOGA3	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.31101128	rs7775814
SREBF2	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.21695296	rs2267437
SRP54	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	3	0.25243938	rs17103212
STK38	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.21450098	rs7741260
SUSD1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.21635497	rs4979110
TBC1D9B	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.20691186	rs502729
TBX20	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.23433435	rs10262841
TCTN1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.24070561	rs16940902
TEF	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.21695296	rs2267437
TLR9	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.20467669	rs4082828
TMBIM1	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.21425028	rs6743642
TMEM116	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.21743222	rs12423126
TMEM50B	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.24132973	rs2409488
TOX4	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.22173904	rs3168880
TP53BP1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.23461913	rs12913112
TPCN1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.24541774	rs1458366
TPI1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.26193017	rs2187611
TWSG1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.2160285	rs751355
UBE2D3	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.20227882	rs76281393
UBE2G1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.22359237	rs9909751
UCHL3	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.20449166	rs9600483
UCP2	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.20373255	rs78604943
UROD	1	1	neural_enriched	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.24345134	rs11801990
USF1	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.21433918	rs12401309
VMAC	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.25880498	rs1674159
VPS28	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.22152768	rs7016335
WDR20	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.24440947	rs11850202
WDR82	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.20467669	rs4082828
WWP1	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	3	0.21586306	rs11782151
ZBTB5	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.21804003	rs309455
ZFYVE19	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	3	0.29438058	rs7167854
ZNF19	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	11	3	0.49269354	rs2270832
ZNF205	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.2021635	rs443540
ZNF213	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	4	3	0.2021635	rs443540
ZNF333	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.20461261	rs8107904
ZNF76	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.22357285	rs9380501
ZNF771	1	1	systemic_other	1	moderate_0.2_0.5	lower_recurrence_exact	0	1	0	1	3	3	0.20426266	rs4787493
DPP7	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	19	2	0.34018466	rs144334202
FBXO42	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	2	0.21109232	rs7529767
IL17D	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	2	0.3491683	rs9579950
MAN1B1	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	19	2	0.34018466	rs144334202
SLC25A4	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	12	2	0.40296802	rs12509189
SZRD1	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	2	0.21109232	rs7529767
UAP1L1	1	1	neural_enriched	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	19	2	0.34018466	rs144334202
XPO4	1	1	systemic_other	1	moderate_0.2_0.5	core_exact_n10	0	1	0	1	10	2	0.3491683	rs9579950
